date,port_name,country,region_cluster,monsoon_risk_level,cyclone_risk_level,typical_disruption_days,notes
2026-09-06,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.215,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2023-10-26,Visakhapatnam (Inner),India,East Coast India,Low,High,0.188,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-25,Visakhapatnam (Inner),India,East Coast India,Low,High,0.187,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-24,Visakhapatnam (Inner),India,East Coast India,Low,High,0.313,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-23,Visakhapatnam (Inner),India,East Coast India,Low,High,0.259,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-22,Visakhapatnam (Inner),India,East Coast India,Low,High,0.169,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-21,Visakhapatnam (Inner),India,East Coast India,Low,High,0.272,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-20,Visakhapatnam (Inner),India,East Coast India,Low,High,0.191,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-19,Visakhapatnam (Inner),India,East Coast India,Low,High,0.199,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-18,Visakhapatnam (Inner),India,East Coast India,Low,High,0.26,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-17,Visakhapatnam (Inner),India,East Coast India,Low,High,0.234,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-16,Visakhapatnam (Inner),India,East Coast India,Low,High,0.329,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-15,Visakhapatnam (Inner),India,East Coast India,Low,High,0.32,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-14,Visakhapatnam (Inner),India,East Coast India,Low,High,0.202,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-13,Visakhapatnam (Inner),India,East Coast India,Low,High,0.323,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-12,Visakhapatnam (Inner),India,East Coast India,Low,High,0.333,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-11,Visakhapatnam (Inner),India,East Coast India,Low,High,0.154,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-10,Visakhapatnam (Inner),India,East Coast India,Low,High,0.172,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-09,Visakhapatnam (Inner),India,East Coast India,Low,High,0.222,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-08,Visakhapatnam (Inner),India,East Coast India,Low,High,0.249,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-07,Visakhapatnam (Inner),India,East Coast India,Low,High,0.317,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-06,Visakhapatnam (Inner),India,East Coast India,Low,High,0.324,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-05,Visakhapatnam (Inner),India,East Coast India,Low,High,0.311,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-04,Visakhapatnam (Inner),India,East Coast India,Low,High,0.317,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-03,Visakhapatnam (Inner),India,East Coast India,Low,High,0.322,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-02,Visakhapatnam (Inner),India,East Coast India,Low,High,0.239,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-10-01,Visakhapatnam (Inner),India,East Coast India,Low,High,0.288,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2023-09-30,Visakhapatnam (Inner),India,East Coast India,High,Low,0.154,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-29,Visakhapatnam (Inner),India,East Coast India,High,Low,0.098,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-28,Visakhapatnam (Inner),India,East Coast India,High,Low,0.159,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-27,Visakhapatnam (Inner),India,East Coast India,High,Low,0.104,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-26,Visakhapatnam (Inner),India,East Coast India,High,Low,0.086,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-25,Visakhapatnam (Inner),India,East Coast India,High,Low,0.119,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-24,Visakhapatnam (Inner),India,East Coast India,High,Low,0.102,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-23,Visakhapatnam (Inner),India,East Coast India,High,Low,0.086,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-22,Visakhapatnam (Inner),India,East Coast India,High,Low,0.081,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-21,Visakhapatnam (Inner),India,East Coast India,High,Low,0.136,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-20,Visakhapatnam (Inner),India,East Coast India,High,Low,0.083,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-19,Visakhapatnam (Inner),India,East Coast India,High,Low,0.109,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-18,Visakhapatnam (Inner),India,East Coast India,High,Low,0.116,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-17,Visakhapatnam (Inner),India,East Coast India,High,Low,0.164,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-16,Visakhapatnam (Inner),India,East Coast India,High,Low,0.173,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-15,Visakhapatnam (Inner),India,East Coast India,High,Low,0.151,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-14,Visakhapatnam (Inner),India,East Coast India,High,Low,0.083,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-13,Visakhapatnam (Inner),India,East Coast India,High,Low,0.123,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-12,Visakhapatnam (Inner),India,East Coast India,High,Low,0.199,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-11,Visakhapatnam (Inner),India,East Coast India,High,Low,0.178,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-10,Visakhapatnam (Inner),India,East Coast India,High,Low,0.129,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-09,Visakhapatnam (Inner),India,East Coast India,High,Low,0.109,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-08,Visakhapatnam (Inner),India,East Coast India,High,Low,0.112,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-07,Visakhapatnam (Inner),India,East Coast India,High,Low,0.178,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-06,Visakhapatnam (Inner),India,East Coast India,High,Low,0.119,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-05,Visakhapatnam (Inner),India,East Coast India,High,Low,0.092,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-04,Visakhapatnam (Inner),India,East Coast India,High,Low,0.085,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-03,Visakhapatnam (Inner),India,East Coast India,High,Low,0.114,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-02,Visakhapatnam (Inner),India,East Coast India,High,Low,0.172,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-09-01,Visakhapatnam (Inner),India,East Coast India,High,Low,0.1,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-31,Visakhapatnam (Inner),India,East Coast India,High,Low,0.08,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-30,Visakhapatnam (Inner),India,East Coast India,High,Low,0.154,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-29,Visakhapatnam (Inner),India,East Coast India,High,Low,0.098,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-28,Visakhapatnam (Inner),India,East Coast India,High,Low,0.122,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-27,Visakhapatnam (Inner),India,East Coast India,High,Low,0.12,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-26,Visakhapatnam (Inner),India,East Coast India,High,Low,0.163,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-25,Visakhapatnam (Inner),India,East Coast India,High,Low,0.154,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-24,Visakhapatnam (Inner),India,East Coast India,High,Low,0.191,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-23,Visakhapatnam (Inner),India,East Coast India,High,Low,0.121,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-22,Visakhapatnam (Inner),India,East Coast India,High,Low,0.154,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-21,Visakhapatnam (Inner),India,East Coast India,High,Low,0.162,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-20,Visakhapatnam (Inner),India,East Coast India,High,Low,0.12,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-19,Visakhapatnam (Inner),India,East Coast India,High,Low,0.159,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-18,Visakhapatnam (Inner),India,East Coast India,High,Low,0.1,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-17,Visakhapatnam (Inner),India,East Coast India,High,Low,0.165,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-16,Visakhapatnam (Inner),India,East Coast India,High,Low,0.193,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-15,Visakhapatnam (Inner),India,East Coast India,High,Low,0.092,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-14,Visakhapatnam (Inner),India,East Coast India,High,Low,0.083,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-13,Visakhapatnam (Inner),India,East Coast India,High,Low,0.132,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-12,Visakhapatnam (Inner),India,East Coast India,High,Low,0.127,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-11,Visakhapatnam (Inner),India,East Coast India,High,Low,0.172,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-10,Visakhapatnam (Inner),India,East Coast India,High,Low,0.156,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-09,Visakhapatnam (Inner),India,East Coast India,High,Low,0.178,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-08,Visakhapatnam (Inner),India,East Coast India,High,Low,0.139,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-07,Visakhapatnam (Inner),India,East Coast India,High,Low,0.182,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-06,Visakhapatnam (Inner),India,East Coast India,High,Low,0.097,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-05,Visakhapatnam (Inner),India,East Coast India,High,Low,0.2,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-04,Visakhapatnam (Inner),India,East Coast India,High,Low,0.085,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-03,Visakhapatnam (Inner),India,East Coast India,High,Low,0.168,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-02,Visakhapatnam (Inner),India,East Coast India,High,Low,0.138,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-08-01,Visakhapatnam (Inner),India,East Coast India,High,Low,0.172,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-31,Visakhapatnam (Inner),India,East Coast India,High,Low,0.127,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-30,Visakhapatnam (Inner),India,East Coast India,High,Low,0.126,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-29,Visakhapatnam (Inner),India,East Coast India,High,Low,0.092,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-28,Visakhapatnam (Inner),India,East Coast India,High,Low,0.192,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-27,Visakhapatnam (Inner),India,East Coast India,High,Low,0.144,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-26,Visakhapatnam (Inner),India,East Coast India,High,Low,0.086,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-25,Visakhapatnam (Inner),India,East Coast India,High,Low,0.086,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-24,Visakhapatnam (Inner),India,East Coast India,High,Low,0.115,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-23,Visakhapatnam (Inner),India,East Coast India,High,Low,0.15,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-22,Visakhapatnam (Inner),India,East Coast India,High,Low,0.107,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-21,Visakhapatnam (Inner),India,East Coast India,High,Low,0.164,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-20,Visakhapatnam (Inner),India,East Coast India,High,Low,0.127,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-19,Visakhapatnam (Inner),India,East Coast India,High,Low,0.147,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-18,Visakhapatnam (Inner),India,East Coast India,High,Low,0.127,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-17,Visakhapatnam (Inner),India,East Coast India,High,Low,0.107,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-16,Visakhapatnam (Inner),India,East Coast India,High,Low,0.194,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-15,Visakhapatnam (Inner),India,East Coast India,High,Low,0.106,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-14,Visakhapatnam (Inner),India,East Coast India,High,Low,0.117,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-13,Visakhapatnam (Inner),India,East Coast India,High,Low,0.098,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-12,Visakhapatnam (Inner),India,East Coast India,High,Low,0.178,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-11,Visakhapatnam (Inner),India,East Coast India,High,Low,0.109,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-10,Visakhapatnam (Inner),India,East Coast India,High,Low,0.128,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-09,Visakhapatnam (Inner),India,East Coast India,High,Low,0.149,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-08,Visakhapatnam (Inner),India,East Coast India,High,Low,0.189,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-07,Visakhapatnam (Inner),India,East Coast India,High,Low,0.178,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-06,Visakhapatnam (Inner),India,East Coast India,High,Low,0.114,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-05,Visakhapatnam (Inner),India,East Coast India,High,Low,0.113,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-04,Visakhapatnam (Inner),India,East Coast India,High,Low,0.085,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-03,Visakhapatnam (Inner),India,East Coast India,High,Low,0.154,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-02,Visakhapatnam (Inner),India,East Coast India,High,Low,0.144,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-07-01,Visakhapatnam (Inner),India,East Coast India,High,Low,0.087,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-30,Visakhapatnam (Inner),India,East Coast India,High,Low,0.089,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-29,Visakhapatnam (Inner),India,East Coast India,High,Low,0.175,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-28,Visakhapatnam (Inner),India,East Coast India,High,Low,0.19,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-27,Visakhapatnam (Inner),India,East Coast India,High,Low,0.143,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-26,Visakhapatnam (Inner),India,East Coast India,High,Low,0.103,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-25,Visakhapatnam (Inner),India,East Coast India,High,Low,0.194,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-24,Visakhapatnam (Inner),India,East Coast India,High,Low,0.11,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-23,Visakhapatnam (Inner),India,East Coast India,High,Low,0.195,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-22,Visakhapatnam (Inner),India,East Coast India,High,Low,0.126,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-21,Visakhapatnam (Inner),India,East Coast India,High,Low,0.114,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-20,Visakhapatnam (Inner),India,East Coast India,High,Low,0.181,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-19,Visakhapatnam (Inner),India,East Coast India,High,Low,0.131,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-18,Visakhapatnam (Inner),India,East Coast India,High,Low,0.167,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-17,Visakhapatnam (Inner),India,East Coast India,High,Low,0.154,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-16,Visakhapatnam (Inner),India,East Coast India,High,Low,0.143,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-15,Visakhapatnam (Inner),India,East Coast India,High,Low,0.144,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-14,Visakhapatnam (Inner),India,East Coast India,High,Low,0.18,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-13,Visakhapatnam (Inner),India,East Coast India,High,Low,0.129,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-12,Visakhapatnam (Inner),India,East Coast India,High,Low,0.11,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-11,Visakhapatnam (Inner),India,East Coast India,High,Low,0.181,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-10,Visakhapatnam (Inner),India,East Coast India,High,Low,0.146,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-09,Visakhapatnam (Inner),India,East Coast India,High,Low,0.115,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-08,Visakhapatnam (Inner),India,East Coast India,High,Low,0.147,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-07,Visakhapatnam (Inner),India,East Coast India,High,Low,0.135,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-06,Visakhapatnam (Inner),India,East Coast India,High,Low,0.114,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-05,Visakhapatnam (Inner),India,East Coast India,High,Low,0.187,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-04,Visakhapatnam (Inner),India,East Coast India,High,Low,0.194,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-03,Visakhapatnam (Inner),India,East Coast India,High,Low,0.182,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-02,Visakhapatnam (Inner),India,East Coast India,High,Low,0.119,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-06-01,Visakhapatnam (Inner),India,East Coast India,High,Low,0.192,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2023-05-31,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.164,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-30,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.122,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-29,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.117,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-28,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.13,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-27,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.109,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-26,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.176,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-25,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.085,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-24,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.188,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-23,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.135,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-22,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.182,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-21,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.096,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-20,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.125,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-19,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.092,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-18,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.187,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-17,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.111,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-16,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.177,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-15,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.192,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-14,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.145,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-13,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.177,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-12,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.194,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-11,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.161,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-10,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.155,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-09,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.193,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-08,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.088,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-07,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.118,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-06,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.154,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-05,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.093,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-04,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.109,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-03,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.086,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-02,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.147,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-05-01,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.166,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-30,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.123,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-29,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.199,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-28,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.109,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-27,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.09,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-26,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.129,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-25,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.142,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-24,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.177,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-23,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.098,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-22,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.113,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-21,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.087,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-20,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.181,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-19,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.146,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-18,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.082,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-17,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.089,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-16,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.17,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-15,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.086,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-14,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.153,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-13,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.153,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-12,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.147,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-11,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.158,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-10,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.125,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
